Drug_ID	Drug	Y
"Amiloride"	"N=C(N)NC(=O)c1nc(Cl)c(N)nc1N"	-6.251812
"Cimetidine"	"CN/C(=N\CCSCc1nc[nH]c1C)NC#N"	-6.0420098
"Lef53"	"NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)Cc1ccc(O)cc1"	-7.4317985
"15j"	"COc1cccc(-n2c(=O)n(Cc3c(F)cccc3Br)c(=O)n(C[C@H](N)c3ccccc3)c2=O)c1F"	-4.856985099999998
"15f"	"COc1cccc(-n2c(=O)n(Cc3ccccc3C#N)c(=O)n(C[C@H](N)c3ccccc3)c2=O)c1F"	-4.5917602
"65"	"CC(=O)c1sc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C"	-5.221849
"32"	"CC(=O)c1cccc(NC(=O)N[C@@H]2CCCC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)c1"	-4.9586072
"Lobucavir"	"Nc1nc(O)c2ncn([C@@H]3C[C@H](CO)[C@H]3CO)c2n1"	-6.0555172
"Metoprolol"	"COCCc1ccc(OCC(O)CNC(C)C)cc1"	-4.3493013
"9"	"CC(C)CNC(=O)[C@H](C)NC[C@H](Cc1ccccc1)NC(=O)c1cc(CCC2C[C@@H]2C)cc(N(C)S(C)(=O)=O)c1"	-4.6197886
"4b"	"CC(C)CNC(=O)[C@H](C)NC[C@H](Cc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccc(F)cc2)cc(N(C)S(C)(=O)=O)c1"	-5.0
"2n"	"CCOC(=O)c1c(Cl)cccc1-c1cnc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1"	-4.5528421
"2k"	"C[C@@H](NC(=O)C1(NC(=O)C(F)(F)F)CC1)c1ccc(-c2cc(Cl)cc(F)c2-c2nnn(C)n2)cc1F"	-4.6382723
"2i"	"Cc1nc(-c2c(Cl)cc(Cl)cc2-c2ccc([C@@H](C)NC(=O)C3(NC(=O)C(F)(F)F)CC3)c(F)c2)no1"	-4.6382723
"2m"	"COC(=O)c1c(Cl)cc(Cl)cc1-c1cnc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1"	-4.5376019
"2e"	"C[C@@H](NC(=O)C1(NC(=O)C(F)(F)F)CC1)c1ccc(-c2cc(Cl)ccc2-c2nnn(C)n2)cc1F"	-4.5528421
"2h"	"CCOC(=O)c1c(Cl)cc(Cl)cc1-c1ccc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1"	-4.6020598
"2o"	"CCOC(=O)c1c(Cl)cc(Cl)cc1-c1cnc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1"	-4.6020598
"2l"	"COC(=O)c1c(Cl)cccc1-c1cnc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1"	-4.6020598
"2d"	"Cc1nc(-c2ccc(Cl)cc2-c2ccc([C@@H](C)NC(=O)C3(NC(=O)C(F)(F)F)CC3)c(F)c2)no1"	-4.5086384000000015
"1"	"COC(=O)c1c(Cl)cccc1-c1ccc([C@@H](C)NC(=O)C2(NC(=O)C(F)(F)F)CC2)c(F)c1"	-4.4685210999999985
"49"	"O=C(N[C@@H]1CCOC[C@@H]1C(=O)NO)c1ccc(Cc2c(C(F)(F)F)nn3ccccc23)cc1"	-5.7447276
"48"	"CC(C)(C)c1nn2ccccc2c1Cc1ccc(C(=O)N[C@@H]2CCOC[C@@H]2C(=O)NO)cc1"	-5.3665314
"1"	"CCCN(Cc1ccoc1)C(=O)c1cc(C)cc(OCC2(CON=C(N)N)CC2)c1"	-5.387216099999999
"17"	"Cc1ccc(C(F)(F)CNc2ccc(C#N)c(CC(=O)NCCONC(=N)N)c2F)nc1"	-6.188375
"5"	"N#Cc1ccc(NCC(F)(F)c2ccccc2)c(F)c1CC(=O)NCCONC(=N)N"	-5.647924400000001
"22"	"N#Cc1ccc(NCC(F)(F)c2cccc(F)c2)c(F)c1CC(=O)NCCONC(=N)N"	-5.741402099999998
"36"	"Cc1nc(N)ccc1CNC(=O)Cc1c(C#N)ccc(NCC(F)(F)c2ccccn2)c1F"	-5.1474957
"34"	"CN(OCCNC(=O)Cc1c(C#N)ccc(NCC(F)(F)c2ccccn2)c1F)C(=N)N"	-6.3723636
"23"	"N#Cc1ccc(NCC(F)(F)c2ccc(F)c(F)c2)c(F)c1CC(=O)NCCONC(=N)N"	-5.9430285000000005
"S-6j"	"c1csc([C@]23CNC[C@H]2C3)c1"	-4.7544875
"659-Harmane"	"Cc1nccc2c1[nH]c1ccccc12"	-5.223299
"795-Coptisine chloride (COP)"	"[Cl-].c1c2c(cc3c1OCO3)-c1cc3ccc4c(c3c[n+]1CC2)OCO4"	-4.9574246
"877-(2S,4S,5R)-2-[(4'-Chlorophenyl)-4-methyl-1,3-dioxan-5-yl]amine (5h)"	"C[C@@H]1O[C@@H](c2ccc(Cl)cc2)OC[C@H]1N"	-4.9279342
"878-(2S,4S,5R)-2-[(4'-Nitrophenyl)-4-methyl-1,3-dioxan-5-yl]amine (5i)"	"C[C@@H]1O[C@@H](c2ccc(N(O)O)cc2)OC[C@H]1N"	-4.8885694000000015
"879-(cis)-[2-(E-Phenylvinyl)-1,3-dioxan-5-yl]amine (6a)"	"C=C(c1ccccc1)C1OCC(N)CO1"	-4.9913998
"880-(2S,4S,5R)-[2-(E-Phenylvinyl)-4-methyl-1,3-dioxan-5-yl]amine (6b)"	"C=C(c1ccccc1)[C@H]1OC[C@@H](N)[C@H](C)O1"	-4.9880071
"881-13h"	"C[C@@H]1O[C@@H](c2ccc(Cl)cc2)OC[C@H]1NC(=O)Cc1ccccc1"	-4.9920392
"883-(cis)-[2-(E-Phenylvinyl)-1,3-dioxan-5-yl]phenylacetamide (14a)"	"C=C(c1ccccc1)C1OCC(NC(=O)Cc2ccccc2)CO1"	-5.0498786
"884-14b"	"C=C(c1ccccc1)[C@H]1OC[C@@H](NC(=O)Cc2ccccc2)[C@H](C)O1"	-5.050365900000001
"1029-Dihydrotetrabenazine isomer"	"COc1cc2c(cc1OC)C1CC(O)C(CC(C)C)CN1CC2"	-4.598685700000001
"228-Raffinose"	"OC[C@H]1O[C@@](CO)(OC2O[C@H](COC3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O"	-7.309804
"234-Cortisone"	"C[C@@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)CC(=O)[C@H]12"	-4.5086384000000015
"677-Prednisolone"	"C[C@@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO"	-5.4436975
"679-Captopril (Cap)"	"C[C@H](CS)C(=O)N1CCC[C@@H]1C(=O)O"	-4.8153086
"732-Amitriptyline"	"CN(C)CCC=C1c2ccccc2CCc2ccccc21"	-3.9006648
"801-Yohimbine (YOH)"	"COC(=O)[C@@H]1[C@H](O)CC[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@H]3C[C@H]21"	-4.8124795
"808-Asn-Ala-NH2"	"CC(NC(=O)C(N)CC(N)=O)C(N)=O"	-6.5885487000000005
"1033-Dextromethorphan (DEM)"	"COc1ccc2c(c1)[C@@]13CCCC[C@@H]1[C@@H](C2)N(C)CC3"	-4.628932
"014-Ampicillin"	"CC1(C)S[C@]2(C)[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O"	-6.1023731
"016-Ceftibuten"	"Nc1nc(/C(=C\CC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1"	-6.0604806
"107-zidovudine"	"Cc1cn([C@H]2C[C@H]([N-][NH+]=N)[C@@H](CO)O2)c(=O)[nH]c1=O"	-5.1850867
"150-Artesunate"	"C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](OC(=O)CCC(=O)O)O[C@@H]3OC4(C)CC[C@@H]1[C@@]23OO4"	-5.4001169
"167-cephradine"	"CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@@H](N)C3=CCC=CC3)[C@H]2SC1"	-5.6925039
"170-Grepafloxacin hydrochloride (GRX)"	"Cc1c(F)c(N2CCNC(C)C2)cc2c1C(=O)C(C(=O)O)CN2C1CC1"	-4.9825492
"174-Guanabenz"	"NC(N)=N/N=C/c1c(Cl)cccc1Cl"	-4.363411900000001
"205-Fluoxetine"	"CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1"	-4.9299622
"243-Famotidine"	"NC(N)=Nc1nc(CSCC/C(N)=N\S(N)(=O)=O)cs1"	-5.9488473
"247-Lobucavir"	"Nc1nc(=O)c2ncn([C@@H]3C[C@H](CO)[C@H]3CO)c2[nH]1"	-6.0555172
"263-Amrinone"	"Nc1cc(-c2ccncc2)c[nH]c1=O"	-4.7544875
"285-Ephedrine"	"CN[C@@H](C)[C@@H](O)c1ccccc1"	-4.9913998
"403-Atorvastatin"	"CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@H](O)C[C@H](O)CC(=O)O"	-5.309804
"453-(2E,4E,8Z,10Z)-N-Isobutyldodeca-2,4,8,10-tetraenamide (5) mw=247"	"C/C=C\C=C/CC/C=C/C=C/C(=O)NCC(C)C"	-4.2441254
"643-(2E,4E,8Z)-N-isobutyldodeca-2,4,8-trienamide (6) mw = 249"	"CCC/C=C\CC/C=C/C=C/C(=O)NCC(C)C"	-4.6989698
"Acrivastine"	"Cc1ccc(/C(=C/CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1"	-5.720623000000002
"Aminopyrine"	"Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C"	-4.389419599999999
"Amitriptyline"	"CN(C)CCC=C1c2ccccc2CCc2ccccc21"	-4.2600002
"Amphetamine sulfate"	"C[C@H](N)Cc1ccccc1"	-4.3899999
"Ampicillin"	"CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O"	-6.0700002
"Artesunate"	"CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4"	-5.4000001
"Astemizole"	"COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1"	-5.1500001
"Atorvastatin"	"CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O"	-5.3099999
"Betaxolol"	"CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1"	-4.3156309
"Bicalutamide"	"CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1"	-4.6599998
"Bisoprolol"	"CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1"	-4.7600002
"Bromazepam"	"O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1"	-4.4000001
"Bupropion"	"CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1"	-3.9519544
"Camazepam"	"CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O"	-4.46
"Captopril (Cap)"	"C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O"	-4.8200002
"Cefuroxime"	"CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1"	-6.29
"Celecoxib"	"Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1"	-4.8050604
"Cetirizine"	"O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1"	-5.5
"Chloroquine"	"CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12"	-4.5500002
"Chlorpheniramine"	"CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1"	-4.2800002
"Chlorprothixene"	"CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21"	-4.7399998
"Chlortetracycline"	"CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12"	-6.3200002
"Chlorzoxazone"	"O=c1[nH]c2cc(Cl)ccc2o1"	-4.190000100000002
"Clarithromycin"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O"	-5.4699998
"Clozapine"	"CN1CCN(C2=c3ccccc3=Nc3ccc(Cl)cc3N2)CC1"	-4.5100002
"Codeine"	"COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341"	-4.2800002
"Cycloserine"	"NC1CONC1=O"	-5.4400001
"Danazol"	"C#C[C@@]1(O)CC[C@@H]2[C@H]3CCC4=Cc5oncc5C[C@@]4(C)[C@@H]3CC[C@]21C"	-4.561461
"Dextromethorphan"	"COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3"	-4.7399998
"Diclofenac"	"O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl"	-4.460681
"Digoxin"	"C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H]6C[C@@H](O)[C@]7(C)C(C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O"	-5.6316042
"Diltiazem"	"COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1"	-4.4043612
"Efavirenz"	"O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1"	-4.0500002
"Emetine"	"CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21"	-5.6900001
"Enalaprilat"	"C[C@H](N[C@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@@H]1C(=O)O"	-5.880000099999998
"Exemestane"	"C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12"	-4.329999900000002
"Ethionamide"	"CCc1cc(C(N)=S)ccn1"	-4.4000001
"Fluoxetine"	"CNCCC(Oc1ccc(C)cc1)c1ccccc1"	-4.5500002
"Fluparoxan (GR50360A)"	"Fc1cccc2c1O[C@H]1CNC[C@H]1O2"	-3.729485
"Flupenthixol"	"OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1"	-4.8899999
"Fluvastatin"	"CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21"	-5.6999998
"Gancyclovir"	"Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1"	-6.1012278
"Glipizide"	"Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1"	-4.7199998
"Glutaminic Acid"	"NC(CCC(=O)O)C(=O)O"	-6.0700002
"Grepafloxacin HCl"	"Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1"	-4.8899999
"Guanabenz"	"NC(N)=NN=Cc1c(Cl)cccc1Cl"	-4.329999900000002
"Haloperidol"	"O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1"	-4.71
"Imatinib"	"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1"	-5.3899999
"Indinavir"	"CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O"	-5.6900001
"Isoxicam"	"Cc1cc(NC(O)=C2C(=O)c3ccccc3S(=O)(=O)N2C)no1"	-4.6100001
"Ketanserin"	"O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1"	-4.4400001
"Labetalol"	"CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1"	-4.895062
"Lamivudine"	"Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1"	-5.420000099999998
"Lisinopril"	"NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@@H]1C(=O)O"	-6.6599998
"Lomefloxacin"	"CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21"	-4.8000002
"Loperamide HCl"	"CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1"	-4.9699998
"Lobucavir"	"Nc1nc2c(ncn2C2[C@@H](CO)C[C@@H]2CO)c(=O)[nH]1"	-6.0599999
"Losartan"	"CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1"	-6.0727587
"Lovastatin"	"CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21"	-4.8400002
"Loxoprofen"	"CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1"	-4.3499999
"Mebendazole"	"COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1"	-4.5100002
"Meloxicam"	"Cc1cnc(N/C(O)=C2/C(=O)c3ccccc3S(=O)(=O)N2C)s1"	-4.7058601
"Methylprednisolone"	"C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12"	-5.1161518
"Metolazone"	"Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N[C@H]1C"	-5.3049202000000015
"Nelfinavir"	"Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C"	-6.1500001
"Netivudine (882C87)"	"CC#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)[nH]c1=O"	-5.1687455
"Nicardipine"	"COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc(N(O)O)c1"	-4.9305754
"Nifedipine"	"COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1N(O)O"	-4.3319983
"Nisoldipine"	"COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1N(O)O"	-4.6999998
"Nitrendipine"	"CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(N(O)O)c1"	-4.6200309
"Olopatadine"	"CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21"	-5.0100002
"Ouabain"	"C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O"	-6.9593034
"Oxaprozin"	"O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1"	-4.48
"Pentoxifylline"	"CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O"	-4.1799998
"Phenobarbital"	"CCC1(c2ccccc2)C(=O)NC(=O)NC1=O"	-4.630000099999998
"Piroxicam"	"CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O"	-4.4490995
"Pravastatin"	"CCC(C)C(=O)O[C@@H]1C[C@@H](O)C=C2C=C[C@@H](C)[C@@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H]21"	-5.869999900000002
"Prazocin"	"COc1cc2nc(N3CCN(C(=O)c4occc4Cl)CC3)nc(N)c2cc1OC"	-4.8899999
"Pranoprofen; pyranoprofen"	"CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2"	-4.3899999
"Prednisolone"	"C[C@]12CC(O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO"	-5.369999900000002
"Promazine"	"CN(C)CCCN1c2ccccc2Sc2ccccc21"	-4.380000099999998
"Promethazine"	"CC(CN1c2ccccc2Sc2ccccc21)N(C)C"	-3.7777722
"Pyrimethamine"	"CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1"	-4.23
"Quinidine"	"C=C[C@H]1CN2CC[C@H]1C[C@@H]2C(O)c1ccnc2ccc(OC)cc12"	-4.6799998
"Raloxifene HCl"	"O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12"	-5.7227535000000005
"Remikiren (Ro 42-5892)"	"CC(C)(C)S(=O)(=O)C[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](CC1CCCCC1)[C@@H](O)[C@H](O)C1CC1"	-6.1300907
"Reserpine"	"COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC"	-5.369999900000002
"Rifampicin"	"CO[C@@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)/C(=C\NN2CCN(C)CC2)C(=C4O)NC(=O)C(C)=CC=C[C@@H](C)[C@H](O)[C@H](C)[C@H](O)[C@@H](C)[C@@H](OC(C)=O)[C@@H]1C"	-5.399786
"Rofecoxib"	"NS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1"	-4.619999900000002
"Saquinavir"	"CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1"	-6.2800002
"Simvastatin"	"CCC(C)(C)C(=O)O[C@@H]1C[C@H](C)C=C2C=C[C@@H](C)[C@@H](CC[C@@H]3C[C@H](O)CC(=O)O3)[C@@H]21"	-5.170000099999998
"Sorivudine (BVaraU)"	"O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C/Br"	-5.3899999
"Sparfloxacin (SPX)"	"C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1"	-4.7784066
"Spironolactone"	"C=C[C@@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12"	-4.5008955
"Stavudine (d4T)"	"Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O"	-5.3483939000000005
"Sulfamethizole"	"Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1"	-5.8393164
"Sumatriptan"	"CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1"	-5.6828976
"Tacrolimus"	"C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC"	-5.1500001
"Tamoxifen"	"CC/C(=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1"	-4.3221111
"Tenidap"	"NC(=O)n1c(O)c(C(=O)c2cccs2)c2cc(Cl)ccc21"	-4.3103647
"Thalidomide"	"O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1"	-4.6999998
"Tinidazole"	"CCS(=O)(=O)CCn1c(N(O)O)cnc1C"	-4.52
"Trazodone"	"O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12"	-4.619999900000002
"Triazolam"	"Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2"	-4.5500002
"Valproic acid"	"CCCC(CCC)C(=O)O"	-4.3200002
"Valsartan"	"CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C"	-6.2600002
"Yohimbine (YOH)"	"COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21"	-4.8099999
"Zolpidem"	"Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1"	-4.5
"Zomepirac"	"Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1"	-4.6100001
"Flavone"	"O=c1cc(-c2ccccc2)oc2ccccc12"	-3.9201083
"Gly-Pro (glycylproline)"	"NCC(=O)N1CCC[C@H]1C(=O)O"	-5.2123351
"Phencyclidine (PCP)"	"c1ccc(C2(N3CCCCC3)CCCCC2)cc1"	-4.48
"DMP 851"	"CCCCN1C(=O)N(Cc2ccc3[nH]nc(N)c3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1"	-5.6788902000000006
"N-Acetyl-D-alanyl-D-phenylalanine N-Methylamide (2)"	"CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](C)NC(C)=O"	-5.7484403
"N-Acetyl-D-valyl-D-phenylalanine N-Methylamide (3a)"	"CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](NC(C)=O)C(C)C"	-5.3900242
"N-Acetyl-D-phenylalanyl-D-phenylalanine N-Methylamide (5a)"	"CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccccc1)NC(C)=O"	-5.0499268
"N-Acetyl-D-cyclohexylalanyl-D-phenylalanine N-Methylamide (6)"	"CNC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](CC1CCCCC1)NC(C)=O"	-5.1413335999999985
"N-Acetyl-D-alanine Phenethylamide (8)"	"CC(=O)N[C@H](C)C(=O)NCCc1ccccc1"	-4.6095328
"N-Acetyl-D-leucine Phenethylamide (10)"	"CC(=O)N[C@H](CC(C)C)C(=O)NCCc1ccccc1"	-4.513246499999998
"N-Acetyl-D-phenylalanine Phenethylamide (11a)"	"CC(=O)N[C@H](Cc1ccccc1)C(=O)NCCc1ccccc1"	-4.4210458
"N-Acetyl-D-cyclohexylalanine Phenethylamide (12)"	"CC(=O)N[C@H](CC1CCCCC1)C(=O)NCCc1ccccc1"	-4.3517655999999985
"1"	"CC1CCN(C(=O)CC(Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1"	-6.8762317
"2"	"N=C(N)c1cccc(CC(CC(=O)N2CCCCC2C(=O)O)NS(=O)(=O)c2ccc3ccccc3c2)c1"	-7.3814997999999985
"3"	"COC(=O)C1CCCCN1C(=O)CC(Cc1cccc(C(=N)N)c1)NS(=O)(=O)c1ccc2ccccc2c1"	-7.1178856
"4"	"N=C(N)c1cccc(CC(CC(=O)N2CCCC(C(=O)O)C2)NS(=O)(=O)c2ccc3ccccc3c2)c1"	-7.382024799999999
"6"	"N=C(N)c1cccc(CC(CC(=O)N2CCC(C(=O)O)CC2)NS(=O)(=O)c2ccc3ccccc3c2)c1"	-7.3390937
